,accuracy,precision,recall,f1,auc,n_violation,n_rule,violation_rate,n_violation (instance),n_evaluation (instance),violation_rate (instance),nth_fold,n_splits,C1,C2,n_unsupervised,rule_thr
RuleFit Classifier (disc),0.8507462686567164,0.7142857142857143,0.625,0.6666666666666666,0.8769914215686274,33,39,0.8461538461538461,519,591,0.8781725888324873,3,5,10,0.1,15,0
tree generator (disc),0.7761194029850746,0.525,0.65625,0.5833333333333334,0.8125,33,39,0.8461538461538461,510,591,0.8629441624365483,3,5,10,0.1,15,0
RuleFit Classifier (conti),0.7611940298507462,0.5,0.65625,0.5675675675675675,0.8189338235294117,35,39,0.8974358974358975,515,591,0.871404399323181,3,5,10,0.1,15,0
tree generator (conti),0.835820895522388,0.6470588235294118,0.6875,0.6666666666666667,0.8613664215686274,35,39,0.8974358974358975,519,591,0.8781725888324873,3,5,10,0.1,15,0
linear svm (L),0.23880597014925373,0.23880597014925373,1.0,0.38554216867469876,0.24785539215686275,25,39,0.6410256410256411,479,591,0.8104906937394247,3,5,10,0.1,15,0
non-linear svm (L),0.6567164179104478,0.40789473684210525,0.96875,0.5740740740740741,0.8814338235294117,27,39,0.6923076923076923,203,591,0.34348561759729274,3,5,10,0.1,15,0
logistic regression (L),0.835820895522388,0.6666666666666666,0.625,0.6451612903225806,0.889093137254902,16,39,0.41025641025641024,79,591,0.13367174280879865,3,5,10,0.1,15,0
linear svm,0.8582089552238806,0.7096774193548387,0.6875,0.6984126984126984,0.8985906862745099,34,39,0.8717948717948718,518,591,0.8764805414551607,3,5,10,0.1,15,0
non-linear svm,0.835820895522388,0.7272727272727273,0.5,0.5925925925925926,0.9019607843137255,38,39,0.9743589743589743,535,591,0.9052453468697124,3,5,10,0.1,15,0
logistic regression,0.8432835820895522,0.6896551724137931,0.625,0.6557377049180328,0.9031862745098039,35,39,0.8974358974358975,521,591,0.8815566835871405,3,5,10,0.1,15,0
rule_based_prediction,0.23880597014925373,0.23880597014925373,1.0,0.38554216867469876,0.5,25,39,0.6410256410256411,479,591,0.8104906937394247,3,5,10,0.1,15,0
